Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Mental Illness,Value
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,HEMATOLOGIC/IMMUNOLOGIC,Hematologic/Immunologic Conditions - Other,PTSD,5060
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Connective Tissue Disease,PTSD,621
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Rheumatoid Arthritis and Related Disease,PTSD,1753
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Inflammatory Spondyloarthropathies,PTSD,913
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Polymyalgia Rheumatica,PTSD,218
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Vasculitis,PTSD,127
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Gout/Crystal Arthropathies,PTSD,8764
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Cervical,PTSD,18748
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Lumbosacral,PTSD,61626
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Spine Disorders - Other/Unspecified,PTSD,25605
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Upper Extremity,PTSD,32226
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Lower Extremity,PTSD,51880
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Joint Disorders - Unspecified or Multiple Joints,PTSD,43989
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Foot deformities,PTSD,9392
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Fracture - hip,PTSD,336
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Fracture - Other,PTSD,5644
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Osteomyelitis/Infectious Arthritis,PTSD,796
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Amputation,PTSD,1788
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Myasthenia Gravis/Myoneuronal Disorders,PTSD,127
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,"Myalgia/Myositis, unspecified",PTSD,4373
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MUSCULOSKELETAL,Musculoskeletal conditions - Other,PTSD,22623
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Multiple sclerosis,PTSD,376
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Epilepsy- convulsions,PTSD,3647
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Parkinsons disease,PTSD,1328
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Intracranial Hemorrhage,PTSD,365
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,TBI,PTSD,12174
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Dementia,PTSD,3976
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Cognitive Disorders - Other,PTSD,9688
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Spinal cord injury,PTSD,762
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Paralysis - Other,PTSD,958
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Headache,PTSD,22664
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Dizziness/vertigo,PTSD,7252
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Peripheral Nerve Disorders,PTSD,15183
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Carpal Tunnel Syndrome,PTSD,4823
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,NEUROLOGIC,Nervous System Symptoms/Disorders - Other,PTSD,15137
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Major Depressive Disorder,PTSD,
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Depression, possible - Other",PTSD,
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,PTSD,PTSD,235025
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Acute stress disorders,PTSD,591
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Anxiety disorders/ other,PTSD,
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Adjustment disorders,PTSD,10264
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Bipolar disorders,PTSD,
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Schizophrenia,PTSD,
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Psychotic disorders - Other,PTSD,
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Alcohol use disorders,PTSD,26931
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Drug use disorders,PTSD,13819
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Eating disorders,PTSD,105
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Dissociative disorders,PTSD,85
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Personality disorders,PTSD,1853
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Conduct/impulse control disorders,PTSD,834
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Somatiform disorders,PTSD,1070
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Attention Deficit Disorder/Hyperkinetic Disorder,PTSD,2755
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Psychiatric disorders, nonspecific",PTSD,3536
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Blindness/Low Vision,PTSD,3621
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Refraction disorders,PTSD,54076
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Glaucoma,PTSD,20050
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Cataract,PTSD,43351
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Eye disorders - Other,PTSD,45233
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Hearing problems,PTSD,44595
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,SENSE ORGANS,Ear disorders - Other,PTSD,10959
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Dental Caries,PTSD,34677
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Gingivitis/Periodontitis,PTSD,25351
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Loss of Teeth,PTSD,19121
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DENTAL,Dental Disorders - Other,PTSD,37988
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Skin cancer (non-Melanoma),PTSD,6167
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Skin ulcer - chronic,PTSD,2385
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Skin infection,PTSD,7811
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Psoriasis,PTSD,2646
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,DERMATOLOGIC,Dermatologic disorders - Other,PTSD,51527
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Sleep apnea,PTSD,30839
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Sleep disturbance - Other,PTSD,24915
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Malaise and fatigue,PTSD,4282
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Syncope,PTSD,2944
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Abdominal pain,PTSD,9087
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Chronic Pain Syndromes,PTSD,10667
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Allergies and urticaria,PTSD,4262
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Edema,PTSD,4859
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Symptoms - Other,PTSD,7320
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Tobacco Use Disorder,PTSD,43522
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Tobacco Use History,PTSD,5187
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Poisoning,PTSD,776
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Other injuries and conditions due to external causes,PTSD,20882
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Effects of surgical procedures or medical care,PTSD,4017
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Housing insufficiency,PTSD,5810
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Psychosocial factors - Other,PTSD,18805
Serious Mental Illness,C. Diagnoses,"C2. Distribution of SMI among FY13 Veteran VHA Patients by Condition, FY13",SMI by Conditions,Conditions,OTHER,Residual Codes,PTSD,33948
Serious Mental Illness,A. Socio-demographic Characteristics,A1. Distribution of SMI among FY13 Veteran VHA Patients,SMI (Overall),Overall,,Overall,Serious.Mental.Illness,261730
Serious Mental Illness,A. Socio-demographic Characteristics,"A2. Distribution of SMI among FY13 Veteran VHA Patients by Sex, FY13",SMI by Sex,Sex,,F,Serious.Mental.Illness,30805
Serious Mental Illness,A. Socio-demographic Characteristics,"A2. Distribution of SMI among FY13 Veteran VHA Patients by Sex, FY13",SMI by Sex,Sex,,M,Serious.Mental.Illness,230925
Serious Mental Illness,A. Socio-demographic Characteristics,"A3. Distribution of SMI among FY13 Veteran VHA Patients by Age, FY13",SMI by Age,Age,,18-44,Serious.Mental.Illness,53094
Serious Mental Illness,A. Socio-demographic Characteristics,"A3. Distribution of SMI among FY13 Veteran VHA Patients by Age, FY13",SMI by Age,Age,,45-64,Serious.Mental.Illness,149560
Serious Mental Illness,A. Socio-demographic Characteristics,"A3. Distribution of SMI among FY13 Veteran VHA Patients by Age, FY13",SMI by Age,Age,,65+,Serious.Mental.Illness,59074
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,AI/AN,Serious.Mental.Illness,1589
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,Asian,Serious.Mental.Illness,1761
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,Black/African American,Serious.Mental.Illness,60805
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,NH/OPI,Serious.Mental.Illness,1880
Serious Mental Illness,A. Socio-demographic Characteristics,"A4. Distribution of SMI among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",SMI by Race/Ethnicity,Race/Ethnicity,,White,Serious.Mental.Illness,170488
