Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,Age Group,Value
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Dissociative disorders,X65.74,137
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Personality disorders,X65.74,5617
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Conduct/impulse control disorders,X65.74,2304
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Somatiform disorders,X65.74,2889
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,Attention Deficit Disorder/Hyperkinetic Disorder,X65.74,2530
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,MENTAL HEALTH/SUBSTANCE USE DISORDER,"Psychiatric disorders, nonspecific",X65.74,13945
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,PerBlindness/Low Vision,X65.74,23118
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Refraction disorders,X65.74,309240
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Glaucoma,X65.74,132372
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Cataract,X65.74,336874
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Eye disorders - Other,X65.74,272867
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Hearing problems,X65.74,270009
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,SENSE ORGANS,Ear disorders - Other,X65.74,65790
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DENTAL,Dental Caries,X65.74,75313
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DENTAL,Gingivitis/Periodontitis,X65.74,55894
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DENTAL,Loss of Teeth,X65.74,45310
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DENTAL,Dental Disorders - Other,X65.74,84498
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Skin cancer (non-Melanoma),X65.74,53557
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Skin ulcer - chronic,X65.74,21034
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Skin infection,X65.74,40420
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Psoriasis,X65.74,17555
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,DERMATOLOGIC,Dermatologic disorders - Other,X65.74,285728
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Sleep apnea,X65.74,125904
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Sleep disturbance - Other,X65.74,70602
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Malaise and fatigue,X65.74,24067
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Syncope,X65.74,14893
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Abdominal pain,X65.74,37254
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Chronic Pain Syndromes,X65.74,37226
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Allergies and urticaria,X65.74,18054
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Edema,X65.74,39055
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Symptoms - Other,X65.74,40734
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Tobacco Use Disorder,X65.74,172293
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Tobacco Use History,X65.74,30943
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Poisoning,X65.74,4080
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Other injuries and conditions due to external causes,X65.74,78917
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Effects of surgical procedures or medical care,X65.74,25441
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Housing insufficiency,X65.74,13354
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Psychosocial factors - Other,X65.74,49666
Age Group,C. Diagnoses,"C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13",Age Group by Conditions,Conditions,OTHER,Residual Codes,X65.74,206642
Age Group,A. Socio-demographic Characteristics,A1. Distribution of Age among FY13 Veteran VHA Patients,Age Group (Overall),Overall,,Overall,X75.84,861604
Age Group,A. Socio-demographic Characteristics,"A2. Distribution of Age among FY13 Veteran VHA Patients by Sex, FY13",Age Group by Sex,Sex,,F,X75.84,10354
Age Group,A. Socio-demographic Characteristics,"A2. Distribution of Age among FY13 Veteran VHA Patients by Sex, FY13",Age Group by Sex,Sex,,M,X75.84,851245
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,AI/AN,X75.84,2564
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,Asian,X75.84,4559
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,Black/African American,X75.84,63586
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,NH/OPI,X75.84,4540
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,White,X75.84,747401
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,Hispanic,X75.84,33083
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,Multi-race,X75.84,3356
Age Group,A. Socio-demographic Characteristics,"A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13",Age Group by Race/Ethnicity,Race/Ethnicity,,Unknown,X75.84,2515
Age Group,A. Socio-demographic Characteristics,"A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",Age Group by Rural/Urban Status,Geography,,Highly Rural,X75.84,13255
Age Group,A. Socio-demographic Characteristics,"A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",Age Group by Rural/Urban Status,Geography,,Other Rural,X75.84,332378
Age Group,A. Socio-demographic Characteristics,"A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13",Age Group by Rural/Urban Status,Geography,,Urban,X75.84,513950
Age Group,A. Socio-demographic Characteristics,"A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Age Group by Service-Connected Status,Service Connection,,No SC,X75.84,613607
Age Group,A. Socio-demographic Characteristics,"A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Age Group by Service-Connected Status,Service Connection,,SC 0-49,X75.84,142065
Age Group,A. Socio-demographic Characteristics,"A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Age Group by Service-Connected Status,Service Connection,,SC 50-99,X75.84,72963
Age Group,A. Socio-demographic Characteristics,"A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13",Age Group by Service-Connected Status,Service Connection,,SC 100,X75.84,32578
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,0 encounters,X75.84,26162
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,1 encounter,X75.84,61191
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,2 encounters,X75.84,88038
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,3-5 encounters,X75.84,198711
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,6-11 encounters,X75.84,197534
Age Group,B. VHA Outpatient Utilization,"B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13",Age Group by VHA Outpatient Visits,Encounters,Outpatient Visits,12+ encounters,X75.84,289968
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,0 encounters,X75.84,105367
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,1 encounter,X75.84,301030
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,2 encounters,X75.84,190313
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,3-5 encounters,X75.84,190688
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,6-11 encounters,X75.84,55025
Age Group,B. VHA Outpatient Utilization,"B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13",Age Group by Primary Care Visits,Encounters,Primary Care Visits,12+ encounters,X75.84,19181
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,0 encounters,X75.84,793635
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,1 encounter,X75.84,22224
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,2 encounters,X75.84,13686
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,3-5 encounters,X75.84,19024
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,6-11 encounters,X75.84,8067
Age Group,B. VHA Outpatient Utilization,"B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13",Age Group by Mental Health/Substance Use Disorder Visits,Encounters,Mental Health/Substance use Disorder Visits,12+ encounters,X75.84,4968
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,0 encounters,X75.84,760125
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,1 encounter,X75.84,54181
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,2 encounters,X75.84,22125
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,3-5 encounters,X75.84,19806
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,6-11 encounters,X75.84,4787
Age Group,B. VHA Outpatient Utilization,"B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13",Age Group by Emergency Department Visits,Encounters,Emergency Department Visits,12+ encounters,X75.84,580
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,0 encounters,X75.84,423435
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,1 encounter,X75.84,158726
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,2 encounters,X75.84,81214
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,3-5 encounters,X75.84,102593
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,6-11 encounters,X75.84,57058
Age Group,B. VHA Outpatient Utilization,"B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13",Age Group by Telephone Visits,Encounters,Telephone Visits,12+ encounters,X75.84,38578
Age Group,B. VHA Outpatient Utilization,"B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13",Age Group by Fee Outpatient Services,Encounters,Fee Outpatient Services,0 encounters,X75.84,754153
